SimBlock.node.Node@71b0289b,622.993,10
SimBlock.node.Node@35010a6b,596.2885714285715,10
SimBlock.node.Node@333d44f6,727.0633333333334,10
SimBlock.node.Node@14151bc5,400.85375,10
SimBlock.node.Node@2b960a7,1072.4444444444443,10
SimBlock.node.Node@442151d1,805.5533333333333,10
SimBlock.node.Node@72110818,600.0871428571429,10
SimBlock.node.Node@486bc9a4,557.2714285714286,10
SimBlock.node.Node@316acbb5,552.657142857143,10
SimBlock.node.Node@2807cf3,409.4714285714286,10
SimBlock.node.Node@1791e231,477.86571428571426,10
SimBlock.node.Node@24934262,413.1,10
SimBlock.node.Node@61fafb74,478.76499999999993,10
SimBlock.node.Node@167381c7,1070.0875,10
SimBlock.node.Node@629f066f,467.8625,10
SimBlock.node.Node@4a8e6e89,805.5725,10
SimBlock.node.Node@2b0dc227,912.4571428571428,10
SimBlock.node.Node@68d8eb4f,476.40000000000003,10
SimBlock.node.Node@67403656,471.35555555555555,10
SimBlock.node.Node@3703bf3c,510.1871428571429,10
SimBlock.node.Node@7e7f0216,1549.7503333333334,10
SimBlock.node.Node@5c92166b,458.4625,10
SimBlock.node.Node@6e43ddd6,778.6777777777778,10
SimBlock.node.Node@3b569985,952.6,10
SimBlock.node.Node@39651a82,397.17857142857144,10
SimBlock.node.Node@57562473,642.00236,10
SimBlock.node.Node@175c5c3a,435.46999999999997,10
SimBlock.node.Node@5d1e0fbb,864.6828571428571,10
SimBlock.node.Node@5d373794,514.5371428571428,10
SimBlock.node.Node@3fb1948c,1326.6142857142856,10
SimBlock.node.Node@71eb4ea4,660.5357142857143,10
SimBlock.node.Node@44841b43,602.6666666666666,10
SimBlock.node.Node@51d143a1,574.4371428571428,10
SimBlock.node.Node@42505474,587.2628571428571,10
SimBlock.node.Node@a486851,680.3874999999999,10
SimBlock.node.Node@4adc3951,506.7375,10
SimBlock.node.Node@34d644b5,1278.0185000000001,10
SimBlock.node.Node@19ccca5,576.4571428571428,10
SimBlock.node.Node@10947c4e,556.55,10
SimBlock.node.Node@40e60ece,604.904,10
SimBlock.node.Node@3050d479,503.5883333333333,10
SimBlock.node.Node@4867ab9f,509.825,10
SimBlock.node.Node@169d1f92,586.184,10
SimBlock.node.Node@5eccd3b9,744.7696666666667,10
SimBlock.node.Node@20d1737,1148.7651573333333,10
SimBlock.node.Node@12e5da86,549.8,10
SimBlock.node.Node@46ebd87a,1087.15754,10
SimBlock.node.Node@782bf610,555.7571428571429,10
SimBlock.node.Node@71904ea8,1994.4874,10
SimBlock.node.Node@3fbfa96,987.65,10
SimBlock.node.Node@68226b59,646.1474999999999,10
SimBlock.node.Node@290b1b2e,734.7222222222222,10
SimBlock.node.Node@3f9342d4,649.0025,10
SimBlock.node.Node@3ec9f8d,802.9625,10
SimBlock.node.Node@2dd178f3,692.2725,10
SimBlock.node.Node@cc6460c,763.0462,10
SimBlock.node.Node@3f866f50,602.2428571428571,10
SimBlock.node.Node@6187d1f5,694.82625,10
SimBlock.node.Node@69aabcb0,763.9714285714286,10
SimBlock.node.Node@784c3487,704.5222222222222,10
SimBlock.node.Node@8ce3f27,608.5263,10
SimBlock.node.Node@433ea2ac,584.3857142857142,10
SimBlock.node.Node@1a9ba6c2,886.0442857142856,10
SimBlock.node.Node@3212a8d7,597.5375,10
SimBlock.node.Node@59a67c3a,585.3222222222222,10
SimBlock.node.Node@660e9100,640.5671428571428,10
SimBlock.node.Node@70be89ec,692.225,10
SimBlock.node.Node@3f6f26cb,671.8625,10
SimBlock.node.Node@7e5b449c,718.6999999999999,10
SimBlock.node.Node@14b030a0,850.9726666666667,10
SimBlock.node.Node@790174f2,771.2646666666666,10
SimBlock.node.Node@5b1f32e2,729.9137499999999,10
SimBlock.node.Node@23d1e5d0,698.0316666666666,10
SimBlock.node.Node@acdb094,653.088888888889,10
SimBlock.node.Node@48e92c5c,581.9124999999999,10
SimBlock.node.Node@7c8c9a05,781.5896666666667,10
SimBlock.node.Node@1dd0e7c4,646.04125,10
SimBlock.node.Node@5aa0d535,739.6571428571427,10
SimBlock.node.Node@7af327e3,663.0777777777778,10
SimBlock.node.Node@14ad42,706.9399999999999,10
SimBlock.node.Node@426131d7,781.6333333333333,10
SimBlock.node.Node@4665428b,570.4237499999999,10
SimBlock.node.Node@1817f1eb,745.7671428571429,10
SimBlock.node.Node@5615f82d,664.8666666666667,10
SimBlock.node.Node@bd93bc3,639.6324285714285,10
SimBlock.node.Node@6cfcd46d,742.5157142857142,10
SimBlock.node.Node@1f315f3d,1493.5685,10
SimBlock.node.Node@613bebb9,1290.925,10
SimBlock.node.Node@4cae7d5,1367.3214285714287,10
SimBlock.node.Node@1a8e9ed9,628.8499999999999,10
